City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Port Blair,100,IN,1566504363,80,11.67,92.75,82.7,28.43
Provideniya,75,RU,1566504335,66,64.42,-173.23,51.8,4.47
Bubaque,73,GW,1566504863,82,11.28,-15.83,79.46,25.59
Salta,0,AR,1566504367,28,-24.79,-65.41,71.6,3.36
Katobu,61,ID,1566504865,90,-4.94,122.53,71.72,4.45
Panaba,33,MX,1566504867,57,21.28,-88.27,90.8,15.21
Mount Isa,0,AU,1566504413,33,-20.73,139.49,57.2,10.29
Rio Gallegos,40,AR,1566504869,61,-51.62,-69.22,50.0,11.41
Poum,20,MK,1566504870,49,41.28,20.71,69.8,3.36
Mulanje,83,MW,1566504872,96,-16.03,35.5,54.98,5.06
Jieshi,96,CN,1566504873,90,22.82,115.83,78.38,1.52
Shubarshi,0,KZ,1566504875,29,48.59,57.19,72.26,10.33
Gainesville,20,US,1566504876,41,29.65,-82.33,95.0,3.36
Sinnamary,0,GF,1566504344,77,5.38,-52.96,82.52,14.88
Booue,100,GA,1566504879,83,-0.09,11.94,76.4,2.86
Anadyr,75,RU,1566504880,76,64.73,177.51,48.2,11.18
Yakeshi,28,CN,1566504881,93,49.28,120.73,51.2,5.68
Yushu,16,CN,1566504883,98,44.84,126.53,53.9,4.43
Gunnedah,0,AU,1566504884,86,-30.98,150.25,39.2,6.29
Pengcheng,100,CN,1566504885,69,36.43,114.17,72.44,3.44
Nome,40,US,1566504362,59,30.04,-94.42,95.0,6.93
Mnogovershinnyy,98,RU,1566504888,89,53.94,139.92,52.28,1.1
Maykop,100,RU,1566504889,50,44.61,40.1,71.36,1.66
Pailon,0,BO,1566504890,34,-17.66,-62.72,93.2,9.17
Lamar,1,US,1566504892,31,38.09,-102.62,89.6,10.29
Xaxim,20,BR,1566504893,46,-26.96,-52.53,73.4,13.87
Brae,97,GB,1566504894,93,60.4,-1.35,57.2,19.46
Sechura,49,PE,1566504895,93,-5.56,-80.82,61.28,18.99
Amazar,100,RU,1566504897,95,53.86,120.88,51.56,1.5
Nicoya,75,CR,1566504898,52,10.15,-85.45,91.4,18.34
Luancheng,0,CN,1566504899,88,37.88,114.65,69.8,6.71
Polunochnoye,91,RU,1566504901,93,60.87,60.43,55.7,1.59
Alice Springs,0,AU,1566504902,48,-23.7,133.88,39.2,4.7
Qiongshan,0,CN,1566504396,100,20.01,110.35,73.4,2.24
Mgachi,92,RU,1566504728,82,51.05,142.27,54.98,6.76
Murray Bridge,0,AU,1566504906,88,-35.12,139.28,46.99,4.0
Arlit,22,NE,1566504907,41,18.74,7.39,89.0,12.46
Ixtapa,90,MX,1566504908,70,20.71,-105.21,91.4,11.14
Hastings,67,NZ,1566504883,86,-39.64,176.84,46.7,2.73
Barguzin,67,RU,1566504911,61,53.62,109.63,47.24,3.42
Roebourne,0,AU,1566504912,30,-20.77,117.15,60.92,7.92
Abbeyfeale,75,IE,1566504914,82,52.38,-9.3,64.4,6.93
Taguatinga,40,BR,1566504916,25,-15.83,-48.06,87.8,6.93
Yar-Sale,100,RU,1566504918,87,66.83,70.83,52.82,12.19
Vredendal,0,ZA,1566504919,74,-31.68,18.49,60.92,13.87
Camacha,40,PT,1566504920,73,33.08,-16.33,71.6,11.41
Meulaboh,79,ID,1566504921,77,4.14,96.13,81.8,10.07
Tucurui,56,BR,1566504208,41,-3.77,-49.67,89.54,3.4
Coffs Harbour,90,AU,1566504924,54,-30.3,153.13,55.99,10.29
Rostock,40,DE,1566504925,48,54.09,12.13,66.2,3.36
Nara,90,JP,1566504926,94,34.68,135.8,81.0,11.41
Amarkantak,100,IN,1566504928,93,22.67,81.76,72.26,3.87
Kangaatsiaq,94,GL,1566504929,86,68.31,-53.46,44.18,8.28
Majene,100,ID,1566504930,81,-3.54,118.97,79.28,27.47
General Pico,0,AR,1566504931,40,-35.66,-63.75,62.9,1.95
Great Falls,40,US,1566504933,49,47.5,-111.29,75.2,13.87
Marsh Harbour,61,BS,1566504325,72,26.54,-77.06,85.04,16.51
Pontian Kecil,75,MY,1566504935,83,1.48,103.39,84.2,9.17
Quanzhou,20,CN,1566504937,83,24.9,118.59,82.4,6.71
Olkhovka,3,RU,1566504939,85,53.21,60.61,56.06,3.56
Tucumcari,1,US,1566504941,40,35.17,-103.73,89.01,12.75
Fatehabad,40,IN,1566504942,69,27.03,78.3,81.26,2.59
Bilma,40,NE,1566504408,42,18.69,12.92,90.08,4.63
Price,1,US,1566504807,15,39.6,-110.81,89.01,6.93
Guerrero Negro,0,MX,1566504946,76,27.97,-114.04,70.82,11.07
Bathsheba,40,BB,1566504382,66,13.22,-59.52,87.8,12.75
Sarwar,85,IN,1566504948,73,26.06,75.01,79.64,8.5
Beyneu,0,KZ,1566504352,45,45.32,55.19,80.9,18.21
Prainha,36,BR,1566504951,49,-1.8,-53.48,89.9,2.39
Dalvik,100,SE,1566504952,72,57.79,14.13,62.01,11.41
Bilibino,18,RU,1566504357,71,68.06,166.44,41.66,2.75
Dawlatabad,0,AF,1566504954,24,36.41,64.91,74.96,10.02
Kaputan,0,AM,1566504955,20,40.32,44.7,84.2,13.87
Panzhihua,100,CN,1566504957,93,26.59,101.72,64.52,2.08
Quesnel,20,CA,1566504958,44,52.98,-122.49,60.8,4.7
Marion,1,US,1566504833,66,35.21,-90.2,91.4,5.82
Kilinochchi,94,LK,1566504961,76,9.4,80.4,83.24,23.2
Camacupa,0,AO,1566504874,31,-12.02,17.48,56.78,5.03
Talnakh,40,RU,1566504965,93,69.49,88.39,53.6,2.24
Alakurtti,0,RU,1566504966,91,66.96,30.34,46.99,4.03
Tupik,100,RU,1566504368,95,54.43,119.94,48.5,1.63
Agapovka,5,RU,1566504969,76,53.3,59.13,57.2,6.71
Kumluca,0,TR,1566504970,52,36.37,30.29,66.32,5.1
Harper,40,US,1566504971,41,30.3,-99.24,96.8,10.29
Timmins,75,CA,1566504972,63,48.48,-81.33,60.8,12.75
Ban Dung,100,TH,1566504974,95,17.7,103.25,73.88,3.67
Grand Gaube,20,MU,1566504975,88,-20.01,57.66,69.01,5.82
Manokwari,66,ID,1566504976,85,-0.87,134.08,72.44,5.3
Gamba,52,CN,1566504401,62,28.28,88.52,42.2,3.44
Dhidhdhoo,100,MV,1566504980,79,6.88,73.1,81.62,11.83
Falam,100,MM,1566504982,99,22.91,93.68,64.16,0.22
Nishihara,75,JP,1566504983,83,35.74,139.53,84.0,19.46
Lagos,20,NG,1566504979,83,6.46,3.39,78.8,10.29
Uarini,40,BR,1566504985,62,-2.98,-65.16,89.6,6.93
Namibe,48,AO,1566504388,88,-15.19,12.15,65.06,12.39
Jitauna,50,BR,1566504988,84,-14.02,-39.89,70.46,7.07
Blackfoot,1,US,1566504941,40,43.19,-112.35,71.6,23.04
Pekalongan,82,ID,1566504990,83,-6.89,109.67,70.82,6.64
Shakawe,0,BW,1566504991,22,-18.36,21.84,56.06,6.71
Dafeng,79,CN,1566504993,66,33.2,120.46,67.76,4.18
Knysna,45,ZA,1566504994,81,-34.04,23.05,53.6,4.7
Pangnirtung,90,CA,1566504996,93,66.15,-65.72,44.6,8.05
Honningsvag,75,NO,1566504707,87,70.98,25.97,46.4,12.75
Songadh,7,IN,1566504998,81,21.71,71.89,78.2,11.54
Luderitz,0,NA,1566504761,35,-26.65,15.16,71.6,1.12
Cartagena del Chaira,27,CO,1566505000,79,1.33,-74.84,81.26,2.42
Eureka,90,US,1566504836,77,40.8,-124.16,66.99,8.05
Kjollefjord,75,NO,1566505003,87,70.95,27.35,48.2,12.75
Bella Union,32,CO,1566505004,76,8.5,-73.35,79.1,2.68
Ruteng,1,ID,1566505005,92,-8.61,120.46,65.78,4.79
Provost,100,CA,1566505007,87,52.35,-110.26,56.6,12.12
Solenzo,100,BF,1566505008,94,12.18,-4.08,73.34,4.27
Yichang,51,CN,1566505009,97,30.77,111.32,69.2,0.56
Tafresh,0,IR,1566504875,23,34.69,50.01,63.62,3.2
Kalmunai,100,LK,1566505012,67,7.42,81.82,78.74,3.13
Itarema,11,BR,1566505013,72,-2.92,-39.92,76.58,12.35
Ostrovnoy,100,RU,1566505015,88,68.05,39.51,52.64,2.04
Sorong,100,ID,1566505016,92,-0.86,131.25,74.6,6.53
Tunkas,75,MX,1566505017,39,20.9,-88.75,98.6,8.05
Isangel,40,VU,1566505018,88,-19.55,169.27,66.2,8.95
Cabedelo,40,BR,1566505020,69,-6.97,-34.84,80.6,14.99
Khani,75,GE,1566505021,100,41.96,42.96,73.4,3.36
Salumbar,0,IN,1566505022,80,24.14,74.05,77.66,5.86
Nusaybin,0,TR,1566505024,39,37.08,41.21,79.0,4.79
Champerico,40,MX,1566505025,55,16.38,-93.6,87.8,3.36
Kansanshi,0,ZM,1566505026,48,-12.1,26.43,55.16,7.4
College,20,US,1566505028,62,64.86,-147.8,55.4,4.03
Egvekinot,22,RU,1566504759,69,66.32,-179.17,45.8,8.99
Sistranda,75,NO,1566504771,82,63.73,8.83,57.99,2.24
Myitkyina,100,MM,1566505032,99,25.38,97.4,73.52,3.38
Tiznit,47,MA,1566505033,75,29.7,-9.73,71.0,4.36
Turayf,0,SA,1566505034,25,31.68,38.65,84.2,9.17
Lircay,40,PE,1566505036,28,-12.99,-74.72,69.8,10.29
Road Town,20,VG,1566504976,62,18.42,-64.62,87.8,12.75
Ruzomberok,0,SK,1566505038,88,49.07,19.31,64.4,1.12
Nyagan,56,RU,1566505039,94,62.14,65.43,54.44,3.6
San Juan,0,AR,1566504935,31,-31.54,-68.53,56.06,5.66
Ambilobe,78,MG,1566505042,65,-13.19,49.05,76.76,15.59
Mollendo,55,PE,1566505043,82,-17.03,-72.02,58.22,3.96
Wajima,99,JP,1566505045,84,37.4,136.9,77.48,19.84
Tarbagatay,0,RU,1566505046,76,51.48,107.36,53.6,6.71
Levin,100,NZ,1566505047,89,-40.62,175.28,52.0,1.01
Ovsyanka,0,RU,1566505049,97,53.58,126.91,51.92,2.1
Traverse City,75,US,1566504911,35,44.76,-85.62,72.0,5.82
Alta,75,NO,1566505051,81,69.97,23.27,50.0,3.36
Cartagena,0,ES,1566505052,65,37.63,-1.0,78.8,9.17
Penzance,96,GB,1566505054,93,50.12,-5.53,63.0,10.49
Kahului,20,US,1566505055,58,20.89,-156.47,87.8,23.04
Port Moresby,51,PG,1566505057,84,-9.47,147.16,74.42,14.65
Milkovo,0,BG,1566505058,69,41.53,24.68,82.4,4.7
Golden,100,US,1566504977,20,39.76,-105.22,90.0,6.93
Portsmouth,0,GB,1566505063,72,50.8,-1.08,64.4,3.36
Mazatlan,90,MX,1566505065,66,23.22,-106.42,91.0,5.82
Lumby,1,CA,1566505066,29,50.25,-118.97,75.99,16.11
Peleduy,30,RU,1566505067,93,59.63,112.75,45.44,1.07
Fuerte Olimpo,45,BR,1566505068,26,-21.04,-57.87,92.06,5.12
Maloy,29,ID,1566505070,96,1.0,118.1,71.54,2.28
Orlovskiy,100,RU,1566505071,40,46.87,42.05,78.2,9.86
Sola,100,TZ,1566505072,42,-3.17,33.8,73.7,8.08
Cachoeira do Sul,27,BR,1566504807,81,-30.05,-52.89,57.5,4.68
Chernyshevsk,100,RU,1566505075,95,52.51,117.01,50.66,0.81
Lincoln,75,GB,1566504875,77,53.23,-0.54,68.0,13.87
Hegra,75,NO,1566505077,82,63.46,11.11,57.2,10.29
